"region","species_name","cuid","cu_name_pse","pointid","streamid","stream_name_pse","indicator","latitude","longitude","hatchery_release_score","year","stream_observed_count","stream_survey_method","stream_survey_quality"
"Skeena","Steelhead",281,"Upper Sustut",7160,9712,"UPPER SUSTUT RIVER","Y",56.643523,-126.49908,"-989898",2013,988,"Fence Count","High"
"Skeena","Steelhead",281,"Upper Sustut",7160,9712,"UPPER SUSTUT RIVER","Y",56.643523,-126.49908,"-989898",2014,895,"Fence Count","High"
"Skeena","Steelhead",281,"Upper Sustut",7160,9712,"UPPER SUSTUT RIVER","Y",56.643523,-126.49908,"-989898",2015,943,"Fence Count","High"
"Skeena","Steelhead",281,"Upper Sustut",7160,9712,"UPPER SUSTUT RIVER","Y",56.643523,-126.49908,"-989898",2016,1532,"Fence Count","High"
"Skeena","Steelhead",281,"Upper Sustut",7160,9712,"UPPER SUSTUT RIVER","Y",56.643523,-126.49908,"-989898",2017,1005,"Fence Count","High"
"Skeena","Steelhead",281,"Upper Sustut",7160,9712,"UPPER SUSTUT RIVER","Y",56.643523,-126.49908,"-989898",2018,299,"Fence Count","High"
"Skeena","Steelhead",281,"Upper Sustut",7160,9712,"UPPER SUSTUT RIVER","Y",56.643523,-126.49908,"-989898",2019,670,"Not Applicable","Unknown"
"Skeena","Steelhead",281,"Upper Sustut",7160,9712,"UPPER SUSTUT RIVER","Y",56.643523,-126.49908,"-989898",2020,233,"Not Applicable","Unknown"
"Skeena","Steelhead",281,"Upper Sustut",7160,9712,"UPPER SUSTUT RIVER","Y",56.643523,-126.49908,"-989898",2021,135,"Not Applicable","Unknown"
"Skeena","Steelhead",281,"Upper Sustut",7160,9712,"UPPER SUSTUT RIVER","Y",56.643523,-126.49908,"-989898",2022,181,"Not Applicable","Unknown"
"Skeena","Steelhead",287,"Bulkley",7158,9724,"BULKLEY RIVER","Y",54.931604,-127.300022,"-989898",1999,28527,"Mark & Recapture: Petersen","Medium-High"
"Skeena","Steelhead",287,"Bulkley",7158,9724,"BULKLEY RIVER","Y",54.931604,-127.300022,"-989898",2000,41428,"Mark & Recapture: Petersen","Medium-High"
"Skeena","Steelhead",287,"Bulkley",7158,9724,"BULKLEY RIVER","Y",54.931604,-127.300022,"-989898",2001,15948,"Mark & Recapture: Petersen","Medium-High"
"Skeena","Steelhead",287,"Bulkley",7158,9724,"BULKLEY RIVER","Y",54.931604,-127.300022,"-989898",2002,25398,"Mark & Recapture: Petersen","Medium-High"
"Skeena","Steelhead",287,"Bulkley",7158,9724,"BULKLEY RIVER","Y",54.931604,-127.300022,"-989898",2003,12150,"Mark & Recapture: Petersen","Medium-High"
"Skeena","Steelhead",287,"Bulkley",7158,9724,"BULKLEY RIVER","Y",54.931604,-127.300022,"-989898",2004,15670,"Mark & Recapture: Petersen","Medium-High"
"Skeena","Steelhead",287,"Bulkley",7158,9724,"BULKLEY RIVER","Y",54.931604,-127.300022,"-989898",2005,15341,"Mark & Recapture: Petersen","Medium-High"
"Skeena","Steelhead",287,"Bulkley",7158,9724,"BULKLEY RIVER","Y",54.931604,-127.300022,"-989898",2006,15138,"Mark & Recapture: Petersen","Medium-High"
"Skeena","Steelhead",287,"Bulkley",7158,9724,"BULKLEY RIVER","Y",54.931604,-127.300022,"-989898",2007,19073,"Mark & Recapture: Petersen","Medium-High"
"Skeena","Steelhead",287,"Bulkley",7158,9724,"BULKLEY RIVER","Y",54.931604,-127.300022,"-989898",2008,27484,"Mark & Recapture: Petersen","Medium-High"
"Skeena","Steelhead",287,"Bulkley",7158,9724,"BULKLEY RIVER","Y",54.931604,-127.300022,"-989898",2009,24973,"Mark & Recapture: Petersen","Medium-High"
"Skeena","Steelhead",287,"Bulkley",7158,9724,"BULKLEY RIVER","Y",54.931604,-127.300022,"-989898",2010,41140,"Mark & Recapture: Petersen","Medium-High"
"Skeena","Steelhead",287,"Bulkley",7158,9724,"BULKLEY RIVER","Y",54.931604,-127.300022,"-989898",2011,19149,"Mark & Recapture: Petersen","Medium-High"
"Skeena","Steelhead",287,"Bulkley",7158,9724,"BULKLEY RIVER","Y",54.931604,-127.300022,"-989898",2012,27465,"Mark & Recapture: Petersen","Medium-High"
"Nass","Steelhead",480,"Nass Summer",6915,9744,"SEASKINNISH CREEK","Y",55.28286,-129.02037,"-989898",2007,17,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6915,9744,"SEASKINNISH CREEK","Y",55.28286,-129.02037,"-989898",2008,40,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6915,9744,"SEASKINNISH CREEK","Y",55.28286,-129.02037,"-989898",2010,3,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6913,9746,"KWINAGEESE RIVER","Y",56.01289329,-128.7580768,"-989898",2000,96,"Mark & Recapture: Petersen","Medium-High"
"Nass","Steelhead",480,"Nass Summer",6913,9746,"KWINAGEESE RIVER","Y",56.01289329,-128.7580768,"-989898",2001,137,"Mark & Recapture: Petersen","Medium-High"
"Nass","Steelhead",480,"Nass Summer",6913,9746,"KWINAGEESE RIVER","Y",56.01289329,-128.7580768,"-989898",2002,267,"Mark & Recapture: Petersen","Medium-High"
"Nass","Steelhead",480,"Nass Summer",6913,9746,"KWINAGEESE RIVER","Y",56.01289329,-128.7580768,"-989898",2004,80,"Mark & Recapture: Petersen","Medium-High"
"Nass","Steelhead",480,"Nass Summer",6913,9746,"KWINAGEESE RIVER","Y",56.01289329,-128.7580768,"-989898",2005,304,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6913,9746,"KWINAGEESE RIVER","Y",56.01289329,-128.7580768,"-989898",2006,129,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6913,9746,"KWINAGEESE RIVER","Y",56.01289329,-128.7580768,"-989898",2007,27,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6913,9746,"KWINAGEESE RIVER","Y",56.01289329,-128.7580768,"-989898",2009,33,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6913,9746,"KWINAGEESE RIVER","Y",56.01289329,-128.7580768,"-989898",2010,155,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6913,9746,"KWINAGEESE RIVER","Y",56.01289329,-128.7580768,"-989898",2011,49,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6913,9746,"KWINAGEESE RIVER","Y",56.01289329,-128.7580768,"-989898",2012,296,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6913,9746,"KWINAGEESE RIVER","Y",56.01289329,-128.7580768,"-989898",2013,208,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6913,9746,"KWINAGEESE RIVER","Y",56.01289329,-128.7580768,"-989898",2014,459,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6913,9746,"KWINAGEESE RIVER","Y",56.01289329,-128.7580768,"-989898",2015,163,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6913,9746,"KWINAGEESE RIVER","Y",56.01289329,-128.7580768,"-989898",2016,380,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6913,9746,"KWINAGEESE RIVER","Y",56.01289329,-128.7580768,"-989898",2017,204,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6913,9746,"KWINAGEESE RIVER","Y",56.01289329,-128.7580768,"-989898",2018,22,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6913,9746,"KWINAGEESE RIVER","Y",56.01289329,-128.7580768,"-989898",2019,196,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6913,9746,"KWINAGEESE RIVER","Y",56.01289329,-128.7580768,"-989898",2020,112,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6913,9746,"KWINAGEESE RIVER","Y",56.01289329,-128.7580768,"-989898",2021,67,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6911,9747,"CRANBERRY RIVER","Y",55.55326089,-128.7055047,"-989898",2000,84,"Mark & Recapture: Petersen","Medium-High"
"Nass","Steelhead",480,"Nass Summer",6911,9747,"CRANBERRY RIVER","Y",55.55326089,-128.7055047,"-989898",2001,85,"Mark & Recapture: Petersen","Medium-High"
"Nass","Steelhead",480,"Nass Summer",6911,9747,"CRANBERRY RIVER","Y",55.55326089,-128.7055047,"-989898",2004,59,"Mark & Recapture: Petersen","Medium-High"
"Nass","Steelhead",480,"Nass Summer",6911,9747,"CRANBERRY RIVER","Y",55.55326089,-128.7055047,"-989898",2007,46,"Mark & Recapture: Petersen","Medium-High"
"Nass","Steelhead",480,"Nass Summer",6911,9747,"CRANBERRY RIVER","Y",55.55326089,-128.7055047,"-989898",2010,222,"Mark & Recapture: Petersen","Medium-High"
"Nass","Steelhead",480,"Nass Summer",6914,9750,"MEZIADIN RIVER","Y",56.03650458,-129.1851747,"-989898",1994,8,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6914,9750,"MEZIADIN RIVER","Y",56.03650458,-129.1851747,"-989898",1995,11,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6914,9750,"MEZIADIN RIVER","Y",56.03650458,-129.1851747,"-989898",1996,8,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6914,9750,"MEZIADIN RIVER","Y",56.03650458,-129.1851747,"-989898",1997,3,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6914,9750,"MEZIADIN RIVER","Y",56.03650458,-129.1851747,"-989898",1998,33,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6914,9750,"MEZIADIN RIVER","Y",56.03650458,-129.1851747,"-989898",1999,15,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6914,9750,"MEZIADIN RIVER","Y",56.03650458,-129.1851747,"-989898",2000,49,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6914,9750,"MEZIADIN RIVER","Y",56.03650458,-129.1851747,"-989898",2001,72,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6914,9750,"MEZIADIN RIVER","Y",56.03650458,-129.1851747,"-989898",2002,41,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6914,9750,"MEZIADIN RIVER","Y",56.03650458,-129.1851747,"-989898",2003,30,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6914,9750,"MEZIADIN RIVER","Y",56.03650458,-129.1851747,"-989898",2004,58,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6914,9750,"MEZIADIN RIVER","Y",56.03650458,-129.1851747,"-989898",2005,85,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6914,9750,"MEZIADIN RIVER","Y",56.03650458,-129.1851747,"-989898",2006,39,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6914,9750,"MEZIADIN RIVER","Y",56.03650458,-129.1851747,"-989898",2007,32,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6914,9750,"MEZIADIN RIVER","Y",56.03650458,-129.1851747,"-989898",2008,29,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6914,9750,"MEZIADIN RIVER","Y",56.03650458,-129.1851747,"-989898",2009,18,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6914,9750,"MEZIADIN RIVER","Y",56.03650458,-129.1851747,"-989898",2010,81,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6914,9750,"MEZIADIN RIVER","Y",56.03650458,-129.1851747,"-989898",2011,12,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6914,9750,"MEZIADIN RIVER","Y",56.03650458,-129.1851747,"-989898",2012,34,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6914,9750,"MEZIADIN RIVER","Y",56.03650458,-129.1851747,"-989898",2013,23,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6914,9750,"MEZIADIN RIVER","Y",56.03650458,-129.1851747,"-989898",2014,28,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6914,9750,"MEZIADIN RIVER","Y",56.03650458,-129.1851747,"-989898",2015,3,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6914,9750,"MEZIADIN RIVER","Y",56.03650458,-129.1851747,"-989898",2016,7,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6914,9750,"MEZIADIN RIVER","Y",56.03650458,-129.1851747,"-989898",2017,5,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6914,9750,"MEZIADIN RIVER","Y",56.03650458,-129.1851747,"-989898",2018,9,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6914,9750,"MEZIADIN RIVER","Y",56.03650458,-129.1851747,"-989898",2019,6,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6914,9750,"MEZIADIN RIVER","Y",56.03650458,-129.1851747,"-989898",2020,7,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6914,9750,"MEZIADIN RIVER","Y",56.03650458,-129.1851747,"-989898",2021,6,"Fence Count","High"
"Nass","Steelhead",480,"Nass Summer",6910,9751,"BELL-IRVING RIVER","Y",56.49253106,-129.4398657,"-989898",2000,110,"Mark & Recapture: Petersen","Medium-High"
"Nass","Steelhead",480,"Nass Summer",6910,9751,"BELL-IRVING RIVER","Y",56.49253106,-129.4398657,"-989898",2001,107,"Mark & Recapture: Petersen","Medium-High"
"Nass","Steelhead",480,"Nass Summer",6910,9751,"BELL-IRVING RIVER","Y",56.49253106,-129.4398657,"-989898",2004,54,"Mark & Recapture: Petersen","Medium-High"
"Nass","Steelhead",480,"Nass Summer",6910,9751,"BELL-IRVING RIVER","Y",56.49253106,-129.4398657,"-989898",2007,43,"Mark & Recapture: Petersen","Medium-High"
"Nass","Steelhead",480,"Nass Summer",6910,9751,"BELL-IRVING RIVER","Y",56.49253106,-129.4398657,"-989898",2010,93,"Mark & Recapture: Petersen","Medium-High"
"Nass","Steelhead",480,"Nass Summer",6912,9754,"DAMDOCHAX CREEK","Y",56.52624071,-128.2341717,"-989898",2000,98,"Mark & Recapture: Petersen","Medium-High"
"Nass","Steelhead",480,"Nass Summer",6912,9754,"DAMDOCHAX CREEK","Y",56.52624071,-128.2341717,"-989898",2001,112,"Mark & Recapture: Petersen","Medium-High"
"Nass","Steelhead",480,"Nass Summer",6912,9754,"DAMDOCHAX CREEK","Y",56.52624071,-128.2341717,"-989898",2004,67,"Mark & Recapture: Petersen","Medium-High"
"Nass","Steelhead",480,"Nass Summer",6912,9754,"DAMDOCHAX CREEK","Y",56.52624071,-128.2341717,"-989898",2007,45,"Mark & Recapture: Petersen","Medium-High"
"Nass","Steelhead",480,"Nass Summer",6912,9754,"DAMDOCHAX CREEK","Y",56.52624071,-128.2341717,"-989898",2010,97,"Mark & Recapture: Petersen","Medium-High"
"Nass","Steelhead",481,"Nass Winter",6829,9755,"KSI GINGOLX","Y",54.996369,-129.962681,"-989898",2001,5,"Fence Count","High"
"Nass","Steelhead",481,"Nass Winter",6829,9755,"KSI GINGOLX","Y",54.996369,-129.962681,"-989898",2002,26,"Fence Count","High"
"Central Coast","Steelhead",680,"North Coast Winter",7599,9785,"KLOIYA RIVER","Y",54.24152072,-130.1527862,"-989898",2006,146,"Resistivity Counter","Medium-High"
"Central Coast","Steelhead",680,"North Coast Winter",7599,9785,"KLOIYA RIVER","Y",54.24152072,-130.1527862,"-989898",2007,76,"Resistivity Counter","Medium-High"
"Central Coast","Steelhead",680,"North Coast Winter",7599,9785,"KLOIYA RIVER","Y",54.24152072,-130.1527862,"-989898",2009,26,"Resistivity Counter","Medium-High"
"Central Coast","Steelhead",680,"North Coast Winter",7599,9785,"KLOIYA RIVER","Y",54.24152072,-130.1527862,"-989898",2010,52,"Resistivity Counter","Medium-High"
"Central Coast","Steelhead",680,"North Coast Winter",7599,9785,"KLOIYA RIVER","Y",54.24152072,-130.1527862,"-989898",2011,100,"Resistivity Counter","Medium-High"
"Central Coast","Steelhead",680,"North Coast Winter",7599,9785,"KLOIYA RIVER","Y",54.24152072,-130.1527862,"-989898",2012,53,"Resistivity Counter","Medium-High"
"Central Coast","Steelhead",680,"North Coast Winter",7599,9785,"KLOIYA RIVER","Y",54.24152072,-130.1527862,"-989898",2013,78,"Resistivity Counter","Medium-High"
"Central Coast","Steelhead",680,"North Coast Winter",7599,9785,"KLOIYA RIVER","Y",54.24152072,-130.1527862,"-989898",2014,28,"Resistivity Counter","Medium-High"
"Central Coast","Steelhead",680,"North Coast Winter",7599,9785,"KLOIYA RIVER","Y",54.24152072,-130.1527862,"-989898",2015,45,"Resistivity Counter","Medium-High"
"Central Coast","Steelhead",680,"North Coast Winter",7599,9785,"KLOIYA RIVER","Y",54.24152072,-130.1527862,"-989898",2016,66,"Resistivity Counter","Medium-High"
"Central Coast","Steelhead",683,"Transition Summer",7600,9853,"BELLA COOLA RIVER","Y",52.42317066,-126.4367711,"-989898",1997,200,"Snorkel Survey","Low"
"Central Coast","Steelhead",683,"Transition Summer",7600,9853,"BELLA COOLA RIVER","Y",52.42317066,-126.4367711,"-989898",1998,220,"Snorkel Survey","Low"
"Fraser","Steelhead",780,"Mid Fraser Summer",8614,9855,"SETON RIVER","Y",50.67081909,-121.9533358,"-989898",2019,25,"Not Applicable","Unknown"
"Fraser","Steelhead",780,"Mid Fraser Summer",8612,9856,"BRIDGE RIVER","Y",50.82670599,-123.2177592,"-989898",2000,155,"Area Under the Curve","Medium-Low"
"Fraser","Steelhead",780,"Mid Fraser Summer",8612,9856,"BRIDGE RIVER","Y",50.82670599,-123.2177592,"-989898",2014,238,"Resistivity Counter","Medium-High"
"Fraser","Steelhead",780,"Mid Fraser Summer",8612,9856,"BRIDGE RIVER","Y",50.82670599,-123.2177592,"-989898",2015,59,"Resistivity Counter","Medium-High"
"Fraser","Steelhead",780,"Mid Fraser Summer",8612,9856,"BRIDGE RIVER","Y",50.82670599,-123.2177592,"-989898",2016,26,"Resistivity Counter","Low"
"Fraser","Steelhead",780,"Mid Fraser Summer",8612,9856,"BRIDGE RIVER","Y",50.82670599,-123.2177592,"-989898",2017,14,"Resistivity Counter","Low"
"Fraser","Steelhead",780,"Mid Fraser Summer",8612,9856,"BRIDGE RIVER","Y",50.82670599,-123.2177592,"-989898",2018,50,"Resistivity Counter","Low"
"Fraser","Steelhead",780,"Mid Fraser Summer",8613,9857,"CHILCOTIN RIVER","Y",51.89187076,-122.9310772,"-989898",1972,960,"Not Applicable","Unknown"
"Fraser","Steelhead",780,"Mid Fraser Summer",8613,9857,"CHILCOTIN RIVER","Y",51.89187076,-122.9310772,"-989898",1973,1435,"Not Applicable","Unknown"
"Fraser","Steelhead",780,"Mid Fraser Summer",8613,9857,"CHILCOTIN RIVER","Y",51.89187076,-122.9310772,"-989898",1974,677,"Not Applicable","Unknown"
"Fraser","Steelhead",780,"Mid Fraser Summer",8613,9857,"CHILCOTIN RIVER","Y",51.89187076,-122.9310772,"-989898",1975,581,"Not Applicable","Unknown"
"Fraser","Steelhead",780,"Mid Fraser Summer",8613,9857,"CHILCOTIN RIVER","Y",51.89187076,-122.9310772,"-989898",1976,1022,"Not Applicable","Unknown"
"Fraser","Steelhead",780,"Mid Fraser Summer",8613,9857,"CHILCOTIN RIVER","Y",51.89187076,-122.9310772,"-989898",1977,494,"Not Applicable","Unknown"
"Fraser","Steelhead",780,"Mid Fraser Summer",8613,9857,"CHILCOTIN RIVER","Y",51.89187076,-122.9310772,"-989898",1978,1152,"Not Applicable","Unknown"
"Fraser","Steelhead",780,"Mid Fraser Summer",8613,9857,"CHILCOTIN RIVER","Y",51.89187076,-122.9310772,"-989898",1979,715,"Not Applicable","Unknown"
"Fraser","Steelhead",780,"Mid Fraser Summer",8613,9857,"CHILCOTIN RIVER","Y",51.89187076,-122.9310772,"-989898",1980,893,"Not Applicable","Unknown"
"Fraser","Steelhead",780,"Mid Fraser Summer",8613,9857,"CHILCOTIN RIVER","Y",51.89187076,-122.9310772,"-989898",1981,586,"Not Applicable","Unknown"
"Fraser","Steelhead",780,"Mid Fraser Summer",8613,9857,"CHILCOTIN RIVER","Y",51.89187076,-122.9310772,"-989898",1982,936,"Not Applicable","Unknown"
"Fraser","Steelhead",780,"Mid Fraser Summer",8613,9857,"CHILCOTIN RIVER","Y",51.89187076,-122.9310772,"-989898",1983,1531,"Not Applicable","Unknown"
"Fraser","Steelhead",780,"Mid Fraser Summer",8613,9857,"CHILCOTIN RIVER","Y",51.89187076,-122.9310772,"-989898",1984,1133,"Not Applicable","Unknown"
"Fraser","Steelhead",780,"Mid Fraser Summer",8613,9857,"CHILCOTIN RIVER","Y",51.89187076,-122.9310772,"-989898",1985,3149,"Not Applicable","Unknown"
"Fraser","Steelhead",780,"Mid Fraser Summer",8613,9857,"CHILCOTIN RIVER","Y",51.89187076,-122.9310772,"-989898",1986,1992,"Not Applicable","Unknown"
"Fraser","Steelhead",780,"Mid Fraser Summer",8613,9857,"CHILCOTIN RIVER","Y",51.89187076,-122.9310772,"-989898",1987,2328,"Not Applicable","Unknown"
"Fraser","Steelhead",780,"Mid Fraser Summer",8613,9857,"CHILCOTIN RIVER","Y",51.89187076,-122.9310772,"-989898",1988,2342,"Not Applicable","Unknown"
"Fraser","Steelhead",780,"Mid Fraser Summer",8613,9857,"CHILCOTIN RIVER","Y",51.89187076,-122.9310772,"-989898",1989,610,"Not Applicable","Unknown"
"Fraser","Steelhead",780,"Mid Fraser Summer",8613,9857,"CHILCOTIN RIVER","Y",51.89187076,-122.9310772,"-989898",1990,403,"Not Applicable","Unknown"
"Fraser","Steelhead",780,"Mid Fraser Summer",8613,9857,"CHILCOTIN RIVER","Y",51.89187076,-122.9310772,"-989898",1991,466,"Not Applicable","Unknown"
"Fraser","Steelhead",780,"Mid Fraser Summer",8613,9857,"CHILCOTIN RIVER","Y",51.89187076,-122.9310772,"-989898",1992,542,"Not Applicable","Unknown"
"Fraser","Steelhead",780,"Mid Fraser Summer",8613,9857,"CHILCOTIN RIVER","Y",51.89187076,-122.9310772,"-989898",1993,1546,"Not Applicable","Unknown"
"Fraser","Steelhead",780,"Mid Fraser Summer",8613,9857,"CHILCOTIN RIVER","Y",51.89187076,-122.9310772,"-989898",1994,917,"Not Applicable","Unknown"
"Fraser","Steelhead",780,"Mid Fraser Summer",8613,9857,"CHILCOTIN RIVER","Y",51.89187076,-122.9310772,"-989898",1995,830,"Not Applicable","Unknown"
"Fraser","Steelhead",780,"Mid Fraser Summer",8613,9857,"CHILCOTIN RIVER","Y",51.89187076,-122.9310772,"-989898",1996,518,"Not Applicable","Unknown"
"Fraser","Steelhead",780,"Mid Fraser Summer",8613,9857,"CHILCOTIN RIVER","Y",51.89187076,-122.9310772,"-989898",1997,1373,"Not Applicable","Unknown"
"Fraser","Steelhead",780,"Mid Fraser Summer",8613,9857,"CHILCOTIN RIVER","Y",51.89187076,-122.9310772,"-989898",1998,672,"Not Applicable","Unknown"
"Fraser","Steelhead",780,"Mid Fraser Summer",8613,9857,"CHILCOTIN RIVER","Y",51.89187076,-122.9310772,"-989898",1999,744,"Not Applicable","Unknown"
"Fraser","Steelhead",780,"Mid Fraser Summer",8613,9857,"CHILCOTIN RIVER","Y",51.89187076,-122.9310772,"-989898",2000,739,"Not Applicable","Unknown"
"Fraser","Steelhead",780,"Mid Fraser Summer",8613,9857,"CHILCOTIN RIVER","Y",51.89187076,-122.9310772,"-989898",2001,1258,"Not Applicable","Unknown"
"Fraser","Steelhead",780,"Mid Fraser Summer",8613,9857,"CHILCOTIN RIVER","Y",51.89187076,-122.9310772,"-989898",2002,1114,"Not Applicable","Unknown"
"Fraser","Steelhead",780,"Mid Fraser Summer",8613,9857,"CHILCOTIN RIVER","Y",51.89187076,-122.9310772,"-989898",2003,917,"Not Applicable","Unknown"
"Fraser","Steelhead",780,"Mid Fraser Summer",8613,9857,"CHILCOTIN RIVER","Y",51.89187076,-122.9310772,"-989898",2004,254,"Not Applicable","Unknown"
"Fraser","Steelhead",780,"Mid Fraser Summer",8613,9857,"CHILCOTIN RIVER","Y",51.89187076,-122.9310772,"-989898",2005,384,"Not Applicable","Unknown"
